Time,Time Code,Country Name,Country Code,"Adolescent fertility rate (births per 1,000 women ages 15-19) [SP.ADO.TFRT]","Agriculture, forestry, and fishing, value added (% of GDP) [NV.AGR.TOTL.ZS]","Annual freshwater withdrawals, total (% of internal resources) [ER.H2O.FWTL.ZS]",Births attended by skilled health staff (% of total) [SH.STA.BRTC.ZS],CO2 emissions (metric tons per capita) [EN.ATM.CO2E.PC],"Contraceptive prevalence, any method (% of married women ages 15-49) [SP.DYN.CONU.ZS]",Domestic credit provided by financial sector (% of GDP) [FS.AST.DOMS.GD.ZS],Electric power consumption (kWh per capita) [EG.USE.ELEC.KH.PC],Energy use (kg of oil equivalent per capita) [EG.USE.PCAP.KG.OE],Exports of goods and services (% of GDP) [NE.EXP.GNFS.ZS],"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]","Fertility rate, total (births per woman) [SP.DYN.TFRT.IN]","Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",Forest area (sq. km) [AG.LND.FRST.K2],GDP (current US$) [NY.GDP.MKTP.CD],GDP growth (annual %) [NY.GDP.MKTP.KD.ZG],"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]","GNI per capita, PPP (current international $) [NY.GNP.PCAP.PP.CD]","GNI, Atlas method (current US$) [NY.GNP.ATLS.CD]","GNI, PPP (current international $) [NY.GNP.MKTP.PP.CD]",Gross capital formation (% of GDP) [NE.GDI.TOTL.ZS],High-technology exports (% of manufactured exports) [TX.VAL.TECH.MF.ZS],"Immunization, measles (% of children ages 12-23 months) [SH.IMM.MEAS]",Imports of goods and services (% of GDP) [NE.IMP.GNFS.ZS],Income share held by lowest 20% [SI.DST.FRST.20],"Industry (including construction), value added (% of GDP) [NV.IND.TOTL.ZS]","Inflation, GDP deflator (annual %) [NY.GDP.DEFL.KD.ZG]","Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",Merchandise trade (% of GDP) [TG.VAL.TOTL.GD.ZS],Military expenditure (% of GDP) [MS.MIL.XPND.GD.ZS],Mobile cellular subscriptions (per 100 people) [IT.CEL.SETS.P2],"Mortality rate, under-5 (per 1,000 live births) [SH.DYN.MORT]",Net barter terms of trade index (2000 = 100) [TT.PRI.MRCH.XD.WD],Net migration [SM.POP.NETM],Net official development assistance and official aid received (current US$) [DT.ODA.ALLD.CD],"Personal remittances, received (current US$) [BX.TRF.PWKR.CD.DT]",Population density (people per sq. km of land area) [EN.POP.DNST],Population growth (annual %) [SP.POP.GROW],"Population, total [SP.POP.TOTL]",Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population) [SI.POV.DDAY],Poverty headcount ratio at national poverty lines (% of population) [SI.POV.NAHC],"Prevalence of HIV, total (% of population ages 15-49) [SH.DYN.AIDS.ZS]","Prevalence of underweight, weight for age (% of children under 5) [SH.STA.MALN.ZS]","Primary completion rate, total (% of relevant age group) [SE.PRM.CMPT.ZS]","Revenue, excluding grants (% of GDP) [GC.REV.XGRT.GD.ZS]","School enrollment, primary (% gross) [SE.PRM.ENRR]","School enrollment, primary and secondary (gross), gender parity index (GPI) [SE.ENR.PRSC.FM.ZS]","School enrollment, secondary (% gross) [SE.SEC.ENRR]",Statistical Capacity Score (Overall Average) (scale 0 - 100) [IQ.SCI.OVRL],Surface area (sq. km) [AG.SRF.TOTL.K2],Tax revenue (% of GDP) [GC.TAX.TOTL.GD.ZS],Terrestrial and marine protected areas (% of total territorial area) [ER.PTD.TOTL.ZS],Time required to start a business (days) [IC.REG.DURS],"Total debt service (% of exports of goods, services and primary income) [DT.TDS.DECT.EX.ZS]",Urban population growth (annual %) [SP.URB.GROW]
2012,YR2012,Australia,AUS,12.302,2.268096365,3.225203252,99.2,17.02204223,67.8,,10407.74031,5575.287093,21.50467661,,1.92,57550426823,1309654.6,1.54651E+12,3.917362463,60260,41530,1.36987E+12,9.44215E+11,27.73009007,17.28031184,94,21.67276524,,26.39118178,1.789129964,82.04634146,33.46990853,1.671015795,106.2611564,4.3,181.8145129,989375,,2405316867,2.95920037,1.745820001,22733465,,,0.1,,,23.44939739,105.9844513,,,,7741220,21.11222533,,2.5,,1.865330137
2012,YR2012,Austria,AUT,8.464,1.34855139,6.345454545,98.5,7.723614487,,,8548.882199,3886.767732,53.9736762,,1.44,5218620113,38703.96,4.09402E+11,0.680445577,50100,46500,4.22312E+11,3.9203E+11,23.97710689,14.54464425,88,51.17850123,7.8,25.63396853,2.054235685,80.93658537,84.2995772,0.778464251,159.8169515,4,87.65765335,267172,,3028188699,102.1569438,0.455937472,8429991,0.6,14.4,,,96.69371796,44.16588965,100.5990601,0.971570015,97.84332275,,83879,25.92819764,,25,,0.511947896
2012,YR2012,Azerbaijan,AZE,49.24,5.139769508,147.5046211,99.8,3.239102868,,,2052.650965,1472.897391,52.97468019,10826841366,2,5293250000,10506.515,69683935845,2.165239475,6480,15050,60210176908,1.39942E+11,22.3167232,8.55945903,94,25.28838935,,59.45579126,2.882932954,71.506,61.78037948,4.658618252,109.2880368,32.5,198.2675334,8499,285059997.6,1990180000,112.4607902,1.328763827,9295784,,6,0.2,,91.99118805,41.27397308,97.95530701,,,74.44444444,86600,12.77863937,,8,3.411176434,1.786347912
2012,YR2012,"Bahamas, The",BHS,32.797,1.072711161,,98.9,9.763986436,,79.84049251,,,38.12695303,,1.828,526171000,5098.6,10720500000,3.086879177,28590,31410,10393712368,11420995426,31.34182174,0,91,46.12378154,,13.033907,3.267287945,72.424,40.76302411,,82.51188171,14.9,85.2128968,4999,,,36.32177822,1.105707898,363581,,,1.8,,,14.17344478,,,85.76167297,,13880,12.03925717,,23.5,,1.173583506
2012,YR2012,Bahrain,BHR,13.993,0.275737043,4748.40909,99.8,20.90093256,,,17849.25789,9659.611737,102.1455248,,2.118,1544680851,5.52,30749308511,3.72810843,22010,49020,28613156267,63717186823,28.14636897,0.386616227,99,83.73912577,,47.54907133,3.014765852,76.342,99.70630718,3.844573702,163.3841919,8,139.5360735,42000,,,1688.236364,1.690358099,1299942,,,0.1,,93.22641754,,95.34284973,1.013329983,91.67199707,,770,,,9.3,,1.765893776
2012,YR2012,Bangladesh,BGD,88.605,16.17756317,34.16190476,,0.384025166,,,283.4660589,219.9726616,20.16158886,28282400905,2.228,1584403460,18863.652,1.33356E+11,6.521458781,970,3190,1.46862E+11,4.81141E+11,28.26233501,0.463362848,88,27.94933388,,25.30995939,8.164573678,70.606,44.46752407,1.324419491,64.35516997,44.4,62.45419658,-2306839,2153909912,14119627034,1160.065553,1.154006105,151005733,,,0.1,,,11.14523027,,,55.20996857,65.55555556,148460,9.02456269,,,5.844055041,3.583813258
2012,YR2012,Barbados,BRB,42.709,1.330368654,87.5,98.9,7.472734688,59.2,,,,39.28768513,,1.645,528045664.5,63,4610095998,-0.432678554,15730,14740,4461223540,4181104154,16.18023592,,90,47.93826422,,14.18730475,-0.591920673,78.547,50.86661972,,123.1211733,14.7,109.2466231,-397,,152319842.4,659.7627907,0.25093319,283698,,,1.1,3.5,,25.95903155,,,,,430,24.47067425,,18,,-0.214259492
2012,YR2012,Belarus,BLR,21.373,8.131052249,4.48627451,100,6.344981391,63.1,31.02887994,3704.309041,3228.473004,78.77690728,33755737465,1.62,1463600000,86314,65685102555,1.687135536,6630,17700,62621145141,1.67209E+11,35.09427306,2.833492191,98,74.30836203,9.5,36.28285989,75.27736917,71.96585366,140.7686011,1.229218722,113.373886,4.9,119.3838932,72123,102760002.1,1053100000,46.5593029,-0.1566176,9446836,0,6.3,0.3,,104.0764618,29.03956362,99.81443024,0.97657001,107.2134399,86.66666667,207600,14.66297503,,13,9.523370983,0.51806668
2012,YR2012,Belgium,BEL,6.029,0.781226735,44.16666667,,8.577525877,,,7988.524644,4845.488295,80.40449051,,1.8,11810272331,6896.42,4.96153E+11,0.739217283,47130,43270,5.23506E+11,4.8062E+11,23.68992583,8.940896306,96,80.34153972,8.7,20.07524056,1.961119341,80.38536585,178.3859443,1.04175649,111.077829,4.3,93.87280336,258672,,11171452382,366.8075297,0.620163579,11106932,0.2,,,,,42.30608582,102.2560501,1.082520008,157.7947693,,30530,25.82414125,,4.5,,0.667241433
2012,YR2012,Belize,BLZ,72.679,13.351497,0.661861075,93.7,1.982242705,,,,,64.09708238,1196360889,2.588,194201408.8,13679.66,1531348953,2.428309945,4120,6740,1392950486,2277844102,14.83659224,0,96,63.45059354,,17.7671698,1.924064095,73.044,97.16923089,0.999351704,51.01272189,17.7,119.0595795,7594,26209999.08,75945646.69,14.81810609,2.324130368,338001,,,1.4,,108.0577164,25.6216852,113.7844696,0.990230024,78.31773376,58.88888889,22970,22.98836249,,43,14.88070078,2.364057418
2012,YR2012,Benin,BEN,96.365,25.76897583,1.262135922,84.1,0.456355652,12.9,,93.12121978,399.6762753,23.89673687,1673186228,5.246,281548556.3,35351.5,11141358945,4.811223316,1120,2480,10942496193,24162896617,15.27631274,,74,26.83999991,,16.95668469,7.698908077,59.842,33.94558975,0.702056158,86.41824256,104.4,127.0638832,-42268,507709991.5,207763555.2,86.28284853,2.797721181,9729254,,,1.1,,73.04107666,,127.2151489,,,57.77777778,114760,,,29.5,2.986843953,3.976310623
2012,YR2012,Bermuda,BMU,,0.281396535,,,,,,,,50.51254369,,1.6,47614095.07,10,6378188000,-5.305299107,100100,70450,6486349908,4565102131,11.01442918,12.34846455,,23.26975937,,5.118742188,6.698203692,81.67780488,14.28305343,,140.5687628,,84.96449515,,,1190775527,1199.962963,0.361775877,64798,,,,,94.80692291,,97.21005249,1.060559988,76.49401855,,54,,,,,0.361775877
2012,YR2012,Bhutan,BTN,27.989,13.9639785,0.433205128,74.6,0.912224067,,,,,39.64735231,1449649050,2.159,24380673.57,27092.46,1781281282,5.118400858,2390,7280,1678864074,5108157657,69.48449515,0.02303265,95,64.53948951,6.7,42.60880225,9.1799297,69.263,85.66867096,,79.9465778,38,128.1371854,300,161649993.9,18144730.43,18.40601307,1.187930628,701582,1.7,12,0.3,,98.97335052,21.32028799,111.9010315,1.037469983,71.69738007,74.44444444,38394,15.05424172,,35,18.31955412,3.372426981
2012,YR2012,Bolivia,BOL,72.889,9.812161915,0.687973641,82.1,1.678603032,,48.65450561,654.4817304,747.869104,47.16619662,6617099972,3.076,1059965391,526624.94,27084497482,5.122275581,2250,5570,23313229371,57756234188,17.67299199,9.223496529,92,37.78256454,3.4,29.33421963,7.100275501,69.01,73.22269875,1.845594675,91.47719586,37,172.2770684,-57620,661630004.9,1110532147,9.579688914,1.600043615,10377677,6.5,,0.3,3.6,97.44641876,,98.28176117,0.991159976,88.13147736,67.77777778,1098580,,,49,5.247195515,2.257321803
2012,YR2012,Bosnia and Herzegovina,BIH,12.057,6.137671554,1.232957746,99.9,6.091586588,46,64.83757007,3479.083887,1854.11343,32.35054144,12998247050,1.313,391976946.4,21257.96,17221192487,-0.821836474,4990,10380,17985619606,37436142098,22.43641159,2.617832031,94,55.79456742,,21.62320082,0.795773347,76.401,88.1530127,1.145571921,93.13639607,6.7,100.1042122,-258529,567969970.7,1845715377,70.40960938,-1.546958415,3604972,,,,1.6,76.02568817,39.48127657,,,,68.88888889,51210,20.47753994,,82,18.84996599,-0.849716963
2012,YR2012,Botswana,BWA,48.15,2.69526989,8.1,99.8,1.67193666,,,1756.268904,1150.639038,49.2507438,2526374996,3.011,146084155.2,162011,14380004175,4.456144448,7250,12890,14783888212,26286571645,38.08283137,,97,61.40415121,,29.71953137,0.193793963,63.511,97.32959622,2.266761131,151.097886,50.8,82.73140673,-73138,73000000,18103143.92,3.598805428,1.190902166,2039551,,,22.7,,101.2084198,37.39350066,105.0808487,,,63.33333333,581730,27.11535961,,40,0.885011442,2.594893143
2012,YR2012,Brazil,BRA,64.053,4.168328223,1.234066419,99,2.279272333,,,2501.474103,1413.733385,11.87753907,4.40515E+11,1.771,92568388321,5085023.4,2.46523E+12,1.921175985,12300,14660,2.45139E+12,2.92084E+12,21.41722538,11.88721349,99,13.23673454,3.4,22.13364737,7.943126942,74.209,19.2824738,1.378656465,124.6058852,17.2,129.3069759,15924,1288520020,2784072055,23.84349772,0.893525507,199287292,4.5,,0.5,,,29.66605027,108.8190231,1.030529976,93.42028809,78.88888889,8515770,14.33241109,,,15.67684828,1.237959014
2012,YR2012,British Virgin Islands,VGB,,,,,,,,,,,,,61121510450,36.32,,,,,,,,,,,,,,,,,169.9930192,,50.13450163,,,,191.0266667,1.151293868,28654,,,,,90.80460358,,103.5679169,0.98585999,96.63865662,,150,,,,,1.920455491
2012,YR2012,Brunei Darussalam,BRN,14.441,0.655398677,1.082352941,99.8,18.29587739,,12.02014858,9240.670982,9599.184956,70.16126866,,1.973,864905527.5,3800,19047940301,0.912841671,42370,86130,16906900765,34364760478,32.88336825,13.79233922,95,35.47975532,,72.65682516,1.218702687,74.962,87.00678256,2.159034489,117.7325691,10,238.9094772,-901,,,75.71100569,1.339772073,398997,,,,,107.0699768,,105.9343872,1.009549975,106.2648315,,5770,,,104.5,,1.797989778
2012,YR2012,Bulgaria,BGR,43.756,4.429975085,27.21238095,,6.16215311,,,4761.912583,2513.352381,60.35373924,51428609097,1.5,1788110000,37754,54300857424,0.754930386,7490,16110,54725754546,1.17703E+11,21.88627011,8.041785693,94,63.6398222,6.2,25.38281963,1.112136794,74.31463415,109.3831715,1.33635532,146.9965584,9.8,107.3272578,-24472,,1448880000,67.2981577,-0.579220596,7305888,2.3,,0.1,,101.8105621,30.60310369,100.3291702,0.969579995,94.69573212,91.11111111,111000,18.38465076,,25,13.89876081,-0.116335429
2012,YR2012,Burkina Faso,BFA,115.408,23.75600502,6.544,,0.177415687,,,,,26.59808542,2588639402,5.693,329281976,66164.6,12561016091,6.45267238,730,1580,12119235786,26157122985,24.6529929,8.636257858,87,34.64052256,,26.86751038,5.823999488,58.374,45.83227948,1.323023735,60.20127144,112.5,138.6665711,-125000,1152319946,209980744.4,60.56744152,2.997403812,16571252,,,1,24.3,57.36603165,15.57449722,84.09261322,0.914619982,25.93309021,71.11111111,274220,13.88996243,,13,2.154297265,5.238358112
2012,YR2012,Burundi,BDI,60.69,35.42003257,2.784294235,78.4,0.04001734,31.7,,,,9.69609532,667315097.4,5.994,604919.6515,2282.2,2333341375,4.446706331,250,690,2314477629,6368350312,16.33814469,,93,34.00927787,,15.75081302,14.29407168,58.568,37.92844071,2.527177708,24.30379533,80.3,176.2062485,-70001,524030029.3,46433649.09,360.0464174,3.159785095,9245992,,,1.5,,62.99792099,,139.1704254,0.96371001,28.71599007,52.22222222,27830,,,7,8.912545344,5.683746383
2012,YR2012,Cabo Verde,CPV,78.651,8.446544468,8.433333333,,1.04900428,,,,,40.43180426,1248581307,2.5,128009964.8,433.2,1741809809,1.081918279,3440,5570,1735532027,2814067315,37.19352324,0,91,59.84533757,,17.00466052,0.552996041,71.445,47.19229366,0.555765135,84.18062882,24,97.31507924,-8029,245589996.3,176969700.3,125.3699752,1.271405705,505241,,,0.6,,97.75907898,27.67053417,107.9075775,1.036640048,93.03401184,68.88888889,4030,17.88198499,,18,4.534065227,2.068847214
2012,YR2012,Cambodia,KHM,48.816,33.51960361,1.810945274,74,0.383614744,,,207.2331472,390.7904317,57.88976453,6749331006,2.739,1988102945,98922.66,14054443213,7.313345505,880,2720,13030075818,40199856425,18.51134231,0.259104012,84,62.70767297,,22.97645491,1.440518127,67.48,136.5262196,1.547041585,129.2593245,37.7,68.76024341,-149999,807599975.6,855043136.9,83.73246091,1.63044345,14780454,,17.7,0.9,,93.19101715,12.63781184,121.7879333,,,67.77777778,181040,11.08248635,,102,6.008421879,3.424247115
2012,YR2012,Cameroon,CMR,120.959,16.65724017,0.398681319,,0.320219438,,,247.4253636,322.2788435,23.87672384,3887910777,4.984,527363935.6,207884.8,30155064574,4.625978719,1420,2910,30561433355,62629408092,18.00073817,,82,26.15928888,,26.62487218,1.942285369,56.073,35.77840125,1.217846576,61.00952443,101.3,154.934923,-36000,597109985.4,210407729.6,45.45126399,2.731249489,21485267,,,4.1,,74.24182129,15.86936479,111.6661911,0.869220018,51.58778,60,475440,11.3444056,,16.5,3.126775473,3.884386007
2012,YR2012,Canada,CAN,11.494,1.811345744,1.278596491,98.1,15.73447396,,,15336.62486,7733.411655,30.35302552,,1.62,49368985104,3472396.1,1.82837E+12,1.762222549,51080,41540,1.77322E+12,1.44204E+12,24.8675436,15.61528449,89,32.24252342,6.9,26.6346688,1.211917544,81.64878049,50.96833755,1.118404598,79.3768289,5.6,114.9119582,1241416,,1254600490,3.871939493,1.085817263,34714222,0.2,,,,,16.92032366,99.51828003,1.003679991,109.9874878,,9879750,11.66442736,,5.5,,1.136362333
2012,YR2012,Cayman Islands,CYM,,0.33063349,,,,,,,,,,,21489604741,127.2,4291158968,1.229753683,49570,42510,2922799236,2506666921,,,,,,6.857946115,1.261410886,,23.28042395,,167.6345873,,73.70678059,,,0,245.6791667,1.85900595,58963,,,,,100,,91.84696198,1.011029959,82.15973663,,264,,,,,1.85900595
2012,YR2012,Central African Republic,CAF,138.465,36.81416647,0.05141844,,0.045081487,,,,,11.550133,577189130.3,5.123,70035157.3,225430,2510126699,5.053761254,570,1110,2512729586,4910903588,10.83397513,1.413306999,48,21.50931559,,27.52307537,6.181036177,48.638,20.95511753,1.970128935,25.7666098,136.2,67.4734937,-396129,228009994.5,0,7.121273556,0.401398611,4436411,,,4.5,24.5,42.82416153,9.554073472,87.80935669,0.714169979,17.39388084,57.77777778,622980,8.172377281,,22,,1.045844486
2012,YR2012,Chad,TCD,178.22,54.89981381,5.864,,0.145485857,,,,,38.46805422,2346579692,6.372,579793037.4,52740,12367363678,8.882576072,960,1690,12240627872,21591587636,31.10026433,,63,42.10756547,,12.93363239,1.097245712,51.928,61.45206204,,34.43385283,139.8,214.667009,100000,475000000,0,10.15307179,3.370767564,12784748,,,1.5,,34.40066147,,92.89533234,0.692629993,22.3210907,64.44444444,1284000,,,60,,3.768992217
2012,YR2012,Channel Islands,CHI,8.763,,,,,,,,,,,1.58,,,,,,,,,,,,,,,,81.883,,,,,,3570,,,,0.656884925,162051,,,,,,,,,,,,,,,,0.553874543
2012,YR2012,Chile,CHL,53.802,3.27493354,7.744783427,99.8,4.506229076,,112.5099256,3807.50765,2138.297894,33.8455905,,1.849,31368232403,170735.88,2.67176E+11,6.155340019,14270,20330,2.48216E+11,3.53817E+11,28.79134947,5.387946557,90,34.31055239,,30.55830033,0.763466681,79.176,59.08617365,2.046290407,137.589055,8.4,202.7775184,163730,128070007.3,72030040.74,23.4023001,0.96308,17400359,,,0.4,,98.82016754,22.10488657,103.2480698,1.000579953,89.50108337,94.44444444,756096,18.99105955,,7.5,,1.028479278
2012,YR2012,China,CHN,7.377,9.11371387,21.28763909,99.8,7.046182675,,,3466.019539,2149.602569,25.49252222,1.14818E+12,1.639,2.41214E+11,2044839.28,8.53223E+12,7.863736449,5910,11140,8.00606E+12,1.50894E+13,46.2252656,30.84868331,99,22.77500014,5.3,45.42298074,2.331217576,75.013,45.32366106,1.693368163,80.34603793,13.5,79.75523623,-1552209,-181949996.9,17065623287,143.6851964,0.678345459,1354190000,8.5,10.2,,,,11.13895896,99.79109955,0.997179985,,70,9600000.9,10.25676868,,,3.084388113,3.130656596
